Transaction ID,Date,User ID,Book Title,Genre,Borrowing Duration (Days)
T00262,2025-02-16,U0004,Rising: A Memoir,Biography,13
T00091,2025-09-11,U0050,The Art of Deep Rest,Self-Help,6
T00642,2025-07-25,U0006,Empires of Sand,History,
T00240,2025-02-25,U0076,Detective Rao's Final Case,Mystery,14
T01325,2025-11-10,U0081,Habits That Stick,Self-Help,18
T00291,2025-09-14,U0061,The Locked Library,Mystery,14
T00887,2025-12-11,U0050,The Locked Library,Mystery,13
T01087,2025-10-12,U0066,Revolutions of the Mind,History,8
T01491,2025-10-18,U0009,Detective Rao's Final Case,Mystery,7
T00184,2025-10-06,U0098,Detective Rao's Final Case,Mystery,23
T01445,2025-02-20,U0093,The Silent Orchard,Fiction,20
T00959,2025-12-28,U0088,Notes from a Quiet Life,Biography,1
T00695,2025-11-11,U0114,Life in the Margins,Biography,13
T01010,2025-11-20,U0054,A Century of Silence,History,1
T01032,2025-02-10,U0034,The Dragon's Ledger,Fantasy,12
T00348,2025-02-08,U0008,Habits That Stick,Self-Help,6
T01436,2025-01-10,U0010,Habits That Stick,Self-Help,16
T00368,2025-08-10,U0017,The Last Colony Ship,Science Fiction,19
T01189,2025-12-11,U0119,Empires of Sand,History,10
T00085,2025-10-24,U0101,The Last Colony Ship,Science Fiction,9
T01146,2025-06-10,U0093,Empires of Sand,History,3
T00271,2025-01-04,U0016,Case of the Broken Compass,Mystery,9
T00760,2025-07-11,U0085,The Silent Orchard,Fiction,6
T00809,2025-06-25,U0048,The Art of Deep Rest,Self-Help,1
T00620,2025-02-07,U0099,A Century of Silence,History,32
T00781,2025-11-11,U0017,Habits That Stick,Self-Help,6
T01270,2025-09-11,U0108,Empires of Sand,History,10
T01034,2025-09-30,U0096,Case of the Broken Compass,Mystery,1
T00520,2025-05-19,U0098,The Sorcerer's Apprentice,Fantasy,4
T00011,2025-05-16,U0019,Rising: A Memoir,Biography,11
T00094,2025-01-26,U0060,Atomic Focus,Self-Help,14
T01226,2025-06-04,U0102,Rising: A Memoir,Biography,6
T01242,2025-02-26,U0046,Empires of Sand,History,14
T00726,2025-03-17,U0080,Atomic Focus,Self-Help,5
T01484,2025-07-13,U0041,The Long Road Home,Biography,21
T00481,2025-04-15,U0091,Atomic Focus,Self-Help,12
T01482,2025-01-20,U0042,The Silent Orchard,Fiction,17
T01465,2025-12-14,U0078,The Last Colony Ship,Science Fiction,12
T00121,2025-12-20,U0076,The Last Colony Ship,Science Fiction,22
T01141,2025-07-18,U0024,Rising: A Memoir,Biography,14
T00196,2025-08-16,U0013,The Discipline of Small Wins,Self-Help,11
T00150,2025-08-15,U0058,An Ordinary Genius,Biography,6
T00525,2025-03-28,U0049,The Last Colony Ship,Science Fiction,10
T01224,2025-05-25,U0022,Crown of Thorned Vines,Fantasy,9
T00867,2025-12-30,U0060,The Silent Orchard,Fiction,21
T00786,2025-06-02,U0006,The Cartographer's Daughter,Fiction,11
T00435,2025-07-27,U0115,The Forgotten Treaty,History,9
T00815,2025-03-08,U0115,The Art of Deep Rest,Self-Help,1
T00663,2025-07-27,U0004,The Merchant Kingdoms,History,7
T00273,2025-02-06,U0046,Rising: A Memoir,Biography,11
T00961,2025-02-02,U0012,The Long Road Home,Biography,5
T00022,2025-06-07,U0047,Midnight in Avalon,Fiction,7
T00176,2025-02-17,U0053,The Silent Orchard,Fiction,13
T00939,2025-11-02,U0059,Detective Rao's Final Case,Mystery,12
T01418,2025-09-01,U0088,The Vanishing Hour,Mystery,14
T01194,2025-07-01,U0103,Atomic Focus,Self-Help,18
T00758,2025-06-28,U0110,Revolutions of the Mind,History,7
T00509,2025-12-31,U0097,The Long Road Home,Biography,7
T00924,2025-07-13,U0084,The Last Colony Ship,Science Fiction,19
T01407,2025-04-17,U0019,The Long Road Home,Biography,17
T01497,2025-11-11,U0104,Rising: A Memoir,Biography,23
T01411,2025-05-29,U0049,The Last Colony Ship,Science Fiction,8
T00595,2025-12-16,U0115,Habits That Stick,Self-Help,20
T00059,2025-01-27,U0116,Crown of Thorned Vines,Fantasy,8
T00299,2025-12-24,U0084,The Locked Library,Mystery,18
T00837,2025-08-01,U0097,Detective Rao's Final Case,Mystery,50
T00370,2025-06-27,U0029,A Century of Silence,History,7
T00857,2025-12-12,U0079,Crown of Thorned Vines,Fantasy,4
T00388,2025-10-26,U0028,A Century of Silence,History,18
T00580,2025-11-20,U0079,The Forgotten Treaty,History,2
T00442,2025-11-11,U0048,A Century of Silence,History,18
T01229,2025-06-25,U0101,The Sorcerer's Apprentice,Fantasy,6
T00424,2025-09-02,U0061,The Forgotten Treaty,History,19
T00884,2025-06-19,U0059,Echoes of Andromeda,Science Fiction,32
T01444,2025-04-09,U0092,An Ordinary Genius,Biography,16
T00783,2025-06-14,U0002,The Art of Deep Rest,Self-Help,10
T01392,2025-06-13,U0119,A Century of Silence,History,19
T00590,2025-09-07,U0059,The Forgotten Treaty,History,2
T00546,2025-10-25,U0072,The Art of Deep Rest,Self-Help,14
T00391,2025-01-24,U0047,The Art of Deep Rest,Self-Help,5
T00417,2025-05-29,U0019,Habits That Stick,Self-Help,60
T01422,2025-05-30,U0038,Detective Rao's Final Case,Mystery,18
T00243,2025-08-07,U0052,Crown of Thorned Vines,Fantasy,1
T01013,2025-10-28,U0047,Habits That Stick,Self-Help,19
T01380,2025-04-29,U0112,A Thousand Quiet Rooms,Fiction,6
T00930,2025-02-28,U0093,Empires of Sand,History,14
T00892,2025-07-20,U0018,An Ordinary Genius,Biography,14
T01077,2025-11-23,U0014,The Sorcerer's Apprentice,Fantasy,7
T00029,2025-01-04,U0029,Quantum Drift,Science Fiction,8
T00241,2025-01-23,U0079,Neon Horizon,Science Fiction,19
T01162,2025-12-31,U0023,The Forgotten Treaty,History,9
T00349,2025-01-16,U0021,The Art of Deep Rest,Self-Help,16
T00754,2025-04-16,U0087,Rising: A Memoir,Biography,10
T01414,2025-11-22,U0082,Case of the Broken Compass,Mystery,4
T00306,2025-06-22,U0085,An Ordinary Genius,Biography,9
T00533,2025-12-22,U0095,The Locked Library,Mystery,17
T01230,2025-12-09,U0085,Quantum Drift,Science Fiction,19
T00879,2025-06-01,U0006,The Sorcerer's Apprentice,Fantasy,14
T01266,2025-02-27,U0095,The Vanishing Hour,Mystery,8
T00822,2025-09-11,U0110,The Forgotten Treaty,History,9
T00102,2025-02-02,U0028,Echoes of Andromeda,Science Fiction,8
T00346,2025-08-16,U0089,The Sorcerer's Apprentice,Fantasy,23
T00537,2025-08-13,U0027,A Century of Silence,History,13
T01430,2025-02-28,U0090,Rewire Your Mornings,Self-Help,8
T00948,2025-02-12,U0117,Habits That Stick,Self-Help,14
T00183,2025-10-03,U0058,The Forgotten Treaty,History,7
T00469,2025-03-31,U0076,Life in the Margins,Biography,5
T01284,2025-05-26,U0029,The Sorcerer's Apprentice,Fantasy,20
T01254,2025-10-25,U0015,The Discipline of Small Wins,Self-Help,10
T01326,2025-04-02,U0001,Midnight in Avalon,Fiction,22
T01144,2025-11-12,U0057,A Century of Silence,History,9
T00048,2025-12-03,U0054,Notes from a Quiet Life,Biography,1
T00043,2025-10-24,U0008,Neon Horizon,Science Fiction,12
T00460,2025-07-14,U0069,An Ordinary Genius,Biography,12
T01169,2025-01-19,U0045,A Thousand Quiet Rooms,Fiction,19
T00773,2025-03-02,U0060,The Long Road Home,Biography,17
T00806,2025-03-01,U0055,Atomic Focus,Self-Help,7
T00373,2025-03-20,U0075,The Long Road Home,Biography,16
T00753,2025-04-20,U0100,The Forgotten Treaty,History,12
T00849,2025-12-30,U0017,Revolutions of the Mind,History,18
T00173,2025-10-09,U0035,A Thousand Quiet Rooms,Fiction,12
T00407,2025-12-20,U0053,The Sorcerer's Apprentice,Fantasy,10
T00578,2025-08-13,U0012,The Forgotten Treaty,History,12
T00671,2025-03-30,U0055,The Dragon's Ledger,Fantasy,16
T01215,2025-11-02,U0091,The Dragon's Ledger,Fantasy,13
T01408,2025-06-21,U0068,The Merchant Kingdoms,History,21
T00356,2025-05-27,U0079,Neon Horizon,Science Fiction,2
T00534,2025-05-05,U0101,A Century of Silence,History,10
T00274,2025-06-10,U0010,Crown of Thorned Vines,Fantasy,5
T00980,2025-07-24,U0012,Quantum Drift,Science Fiction,12
T00925,2025-02-09,U0107,Rising: A Memoir,Biography,2
T00655,2025-06-11,U0034,Quantum Drift,Science Fiction,18
T00841,2025-09-18,U0062,Empires of Sand,History,19
T01405,2025-08-15,U0103,The Merchant Kingdoms,History,5
T01217,2025-12-10,U0098,The Last Colony Ship,Science Fiction,16
T00267,2025-06-26,U0015,The Art of Deep Rest,Self-Help,13
T01330,2025-11-10,U0064,The Last Colony Ship,Science Fiction,10
T01058,2025-09-08,U0090,Case of the Broken Compass,Mystery,12
T00512,2025-12-19,U0102,The Art of Deep Rest,Self-Help,1
T00324,2025-02-26,U0055,Notes from a Quiet Life,Biography,23
T00227,2025-09-08,U0013,The Sorcerer's Apprentice,Fantasy,8
T00169,2025-10-09,U0098,Kingdom of Ash and Ember,Fantasy,32
T01180,2025-10-22,U0068,The Locked Library,Mystery,10
T00643,2025-02-14,U0042,Empires of Sand,History,13
T00626,2025-11-29,U0098,The Long Road Home,Biography,20
T01287,2025-12-03,U0049,The Long Road Home,Biography,11
T00410,2025-07-12,U0068,Rising: A Memoir,Biography,18
T00821,2025-11-10,U0115,Empires of Sand,History,9
T00007,2025-12-19,U0082,The Merchant Kingdoms,History,7
T00279,2025-06-20,U0029,The Art of Deep Rest,Self-Help,19
T01313,2025-10-02,U0087,Crown of Thorned Vines,Fantasy,3
T00909,2025-11-07,U0083,Midnight in Avalon,Fiction,9
T01291,2025-02-07,U0100,The Vanishing Hour,Mystery,3
T00377,2025-11-18,U0114,The Silent Orchard,Fiction,8
T01464,2025-01-28,U0095,The Silent Orchard,Fiction,10
T01314,2025-02-06,U0119,Life in the Margins,Biography,34
T00107,2025-04-23,U0063,Revolutions of the Mind,History,1
T00057,2025-03-21,U0071,Midnight in Avalon,Fiction,14
T01424,2025-06-11,U0042,The Last Colony Ship,Science Fiction,9
T00929,2025-11-05,U0047,The Last Colony Ship,Science Fiction,15
T00670,2025-07-22,U0056,A Century of Silence,History,11
T01122,2025-01-12,U0092,Life in the Margins,Biography,59
T01234,2025-11-27,U0064,The Dragon's Ledger,Fantasy,21
T00862,2025-08-15,U0111,The Forgotten Treaty,History,19
T00721,2025-12-08,U0090,Echoes of Andromeda,Science Fiction,6
T00136,2025-05-05,U0089,Neon Horizon,Science Fiction,6
T01037,2025-01-12,U0069,A Thousand Quiet Rooms,Fiction,13
T00535,2025-10-16,U0120,The Dragon's Ledger,Fantasy,22
T01431,2025-03-09,U0015,Revolutions of the Mind,History,6
T01494,2025-10-08,U0086,An Ordinary Genius,Biography,14
T00206,2025-07-22,U0085,The Merchant Kingdoms,History,3
T00866,2025-10-12,U0036,Whispers of the Tide,Fiction,18
T01470,2025-07-16,U0016,The Forgotten Treaty,History,15
T00682,2025-07-01,U0050,The Merchant Kingdoms,History,9
T00846,2025-06-03,U0066,The Forgotten Treaty,History,18
T00965,2025-09-23,U0103,Rising: A Memoir,Biography,13
T01007,2025-05-26,U0023,Rising: A Memoir,Biography,19
T00165,2025-11-30,U0067,The Last Colony Ship,Science Fiction,8
T00562,2025-03-30,U0080,Empires of Sand,History,9
T00070,2025-08-29,U0110,The Forgotten Treaty,History,9
T00833,2025-05-30,U0082,Detective Rao's Final Case,Mystery,11
T01320,2025-07-25,U0087,,History,16
T00650,2025-08-03,U0031,An Ordinary Genius,Biography,30
T01294,2025-04-02,U0051,The Last Colony Ship,Science Fiction,17
T00899,2025-04-03,U0015,Beyond the Event Horizon,Science Fiction,10
T00329,2025-09-26,U0011,Rising: A Memoir,Biography,18
T00431,2025-09-10,U0068,Rising: A Memoir,Biography,16
T00610,2025-02-14,U0028,The Sorcerer's Apprentice,Fantasy,7
T00483,2025-09-20,U0047,Shadows on Elm Street,Mystery,1
T00185,2025-10-20,U0031,The Merchant Kingdoms,History,7
T00617,2025-11-23,U0064,Midnight in Avalon,Fiction,1
T00524,2025-10-14,U0011,The Dragon's Ledger,Fantasy,19
T00805,2025-03-31,U0105,A Thousand Quiet Rooms,Fiction,15
T00017,2025-05-17,U0069,Atomic Focus,Self-Help,9
T00796,2025-09-24,U0085,Rising: A Memoir,Biography,8
T00907,2025-07-04,U0036,Rising: A Memoir,Biography,10
T00485,2025-01-24,U0053,The Dragon's Ledger,Fantasy,12
T01096,2025-01-06,U0119,The Forgotten Treaty,History,10
T00250,2025-12-07,U0041,The Locked Library,Mystery,17
T01404,2025-10-15,U0058,Shadows on Elm Street,Mystery,11
T00744,2025-09-22,U0098,The Art of Deep Rest,Self-Help,N/A
T01435,2025-04-18,U0017,Quantum Drift,Science Fiction,20
T01309,2025-07-19,U0063,The Long Road Home,Biography,20
T00634,2025-11-18,U0074,The Vanishing Hour,Mystery,6
T00788,2025-09-08,U0116,Echoes of Andromeda,Science Fiction,15
T01132,2025-09-26,U0091,Shadows on Elm Street,Mystery,1
T00519,2025-02-16,U0014,The Locked Library,Mystery,39
T00491,2025-11-25,U0070,Revolutions of the Mind,History,1
T01376,2025-05-22,U0022,The Cartographer's Daughter,Fiction,25
T01415,2025-12-19,U0063,The Sorcerer's Apprentice,Fantasy,1
T00112,2025-04-19,U0042,The Vanishing Hour,Mystery,5
T01357,2025-11-28,U0031,Detective Rao's Final Case,Mystery,14
T01433,2025-06-25,U0098,The Long Road Home,Biography,8
T00072,2025-07-24,U0025,The Silent Orchard,Fiction,7
